"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Aluminocoquimbite","Al_2_Fe^3+^_2_(S^6+^O_4_)_6_(H_2_O)_12_·9H_2_O","Al_2_Fe_2_(SO_4_)_6_(H_2_O)_12_·9H_2_O","Al Fe S O H","IMA2009-095","","5826","Italy","2009","Approved","Coquimbite"," ","Demartin F, Castellano C, Gramaccioli C M, Campostrini I (2010) Aluminocoquimbite, AlFe(SO<sub>4</sub>)<sub>3</sub>·9H<sub>2</sub>O, a new aluminum iron sulfate from Grotta dell'Allume, Vulcano, Aeolian Islands, Italy, The Canadian Mineralogist 48, 1465-1468

Chemical formula changed from AlFe(SO_4_)_3_·9H_2_O:
Miyawaki R, Hatert F, Pasero M, Mills S J (2019) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 52. New minerals and nomenclature modifications approved in 2019. Mineralogical Magazine 83, 887-893","hexagonal","","Al Fe^3+ S^6+ O H","Acoq"
"Aluminopyracmonite","(N^3-^H_4_)_3_Al(S^6+^O_4_)_3_","(NH_4_)_3_Al(SO_4_)_3_","N H Al S O","IMA2012-075","","6128","Italy","2012","Approved","Pyracmonite"," ","Demartin F, Castellano C, Campostrini I (2013) Aluminopyracmonite, (NH_4_)_3_Al(SO_4_)_3_, a new ammonium aluminium sulfate from La Fossa crater, Vulcano, Aeolian Islands, Italy, Mineralogical Magazine 77, 443-451","hexagonal","298.9","N^3- H Al S^6+ O","Apyr"
"Alum-(Na)","NaAl(S^6+^O_4_)_2_·12H_2_O","NaAl(SO_4_)_2_·12H_2_O","Na Al S O H","IMA2007 s.p","R110204","4130","?","1951","Approved|Renamed","Alum","alum","Pliny (77) Book XXXV, Chapter 52. Alumen, and the several varieties of it; thirty-eight remedies, in The Natural History of Pliny

Sodium species distinguished:
Palache C, Berman H, Frondel C (1951) 29.5.5.2 Soda alum [NaAl(SO<sub>4</sub>)<sub>2</sub>·12H<sub>2</sub>O], in The System of Mineralogy, Volume II, Seventh Edition, John Wiley and Sons, Inc (New York) 474-474

Name changed from soda alum:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","cubic","35.7","Na Al S^6+ O H","Aum-Na"
"Alumoåkermanite","(Ca,Na)_2_(Al,Mg,Fe^2+^)(Si_2_O_7_)","(Ca,Na)_2_(Al,Mg,Fe^2+^)(Si_2_O_7_)","Ca Na Al Mg Fe Si O","IMA2008-049","","5709","Tanzania","2008","Approved","Melilite"," ","Wiedenmann D, Zaitsev A N, Britvin S N, Krivovichev S V, Keller J (2009) Alumoåkermanite, (Ca,Na)<sub>2</sub>(Al,Mg,Fe<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>), a new mineral from the active carbonatite-nephelinite-phonolite volcano Oldoinyo Lengai, northern Tanzania, Mineralogical Magazine 73, 373-384","tetragonal","354","Ca Na Al Mg Fe^2+ Si O","Aåk"
"Alunite","KAl_3_(S^6+^O_4_)_2_(OH)_6_","KAl_3_(SO_4_)_2_(OH)_6_","K Al S O H","","R060430 R070448","860","Italy / Ukraine","1565","Approved|Redefined","Alunite-Alunite","alunite-jarosite-alunite subgroup","Originally called alumen de Tolpha:
Gesner C (1565) Alumen, in De omni rerum fossilium genere, gemmis, lapidibus, metallis, et huiusmodi, libri aliquot, plerique nunc primum editi, Excudebat Iacobus Gesnerus 11-13

The mineral was named alunite in this publication:
Beudant F S (1824) 22e espèce. Alunite., in Traité Élémentaire de Minéralogie, Chez Verdière, Libraire (Paris) 449-450","hexagonal","3200","K Al S^6+ O H","Alu"
"Alunogen","Al_2_(S^6+^O_4_)_3_(H_2_O)_12_·5H_2_O","Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O","Al S O H","","R060015 R070601","861","?","1832","Grandfathered|Approved","Not in a structural group"," ","Beudant F S (1832) Alunogène, sulfate d’alumine, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 488-492","triclinic","2500","Al S^6+ O H","Alg"
"Alwilkinsite-(Y)","Y^3+^(U^6+^O_2_)_3_(S^6+^O_4_)_2_O(OH)_3_(H_2_O)_7_·7H_2_O","Y(UO_2_)_3_(SO_4_)_2_O(OH)_3_(H_2_O)_7_·7H_2_O","Y U O S H","IMA2015-097","","6495","USA","2015","Approved","Not in a structural group"," ","Kampf A R, Plášil J, Čejka J, Marty J, Škoda R, Lapčák L (2017) Alwilkinsite-(Y), a new rare-earth uranyl sulfate mineral from the Blue Lizard mine, San Juan County, Utah, USA. Mineralogical Magazine 81, 895-907","orthorhombic","0","Y^3+ U^6+ O S^6+ H","Alw-Y"
"Ammonioalunite","N^3-^H_4_Al_3_(S^6+^O_4_)_2_(OH)_6_","(NH_4_)Al_3_(SO_4_)_2_(OH)_6_","N H Al S O","IMA1986-037","R060873","871","USA","1986","Approved","Alunite-Alunite","alunite-jarosite-alunite subgroup","Altaner S P, Fitzpatrick J J, Krohn M D, Bethke P M, Hayba D O, Goss J A, Brown Z A (1988) Ammonium in alunites, American Mineralogist 73, 145-152","hexagonal","298.9","N^3- H Al S^6+ O","Aalu"
"Ammonioborite","(N^3-^H_4_)_3_B_15_O_20_(OH)_8_·4H_2_O","(NH_4_)_3_B_15_O_20_(OH)_8_·4H_2_O","N H B O","","","872","Italy","1933","Grandfathered|Approved","Not in a structural group"," ","Schaller W T (1933) Ammonioborite, a new mineral, American Mineralogist 18, 480-492","monoclinic","0","N^3- H B O","Abo"
"Ammoniojarosite","N^3-^H_4_Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_","(NH_4_)Fe^3+^_3_(SO_4_)_2_(OH)_6_","N H Fe S O","","R060408","873","USA","1927","Approved|Redefined","Alunite-Alunite","alunite-jarosite-jarosite subgroup","Shannon E V (1927) Ammoniojarosite, a new mineral of the jarosite group of Utah, American Mineralogist 12, 424-426

Reclassified:
Scott K M (1987) Solid solution in, and classification of, gossan-derived members of the alunite-jarosite family, northwest Queensland, Australia, American Mineralogist 72, 178-187","hexagonal","1000","N^3- H Fe^3+ S^6+ O","Ajrs"
"Ammoniolasalite","[(N^3-^H_4_)_2_Mg_2_(H_2_O)_20_]·[V^5+^_10_O_28_]","[(NH_4_)_2_Mg_2_(H_2_O)_20_]·[V_10_O_28_]","N H Mg O V","IMA2017-094","","6723","USA","2018","Approved","Lasalite"," ","Kampf A R, Nash B P, Adams P M, Marty J, Hughes J M (2018) Ammoniolasalite, [(NH_4_)_2_Mg_2_(H_2_O)_20_][V_10_O_28_], a new decavanadate species from the Burro mine, Slick Rock district, Colorado. The Canadian Mineralogist 56, 859-869","monoclinic","","N^3- H Mg O V^5+","Alas"
"Ammoniomagnesiovoltaite","(N^3-^H_4_)_2_Mg_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O","(NH_4_)_2_Mg_5_Fe^3+^_3_Al(SO_4_)_12_·18H_2_O","N H Mg Fe Al S O","IMA2009-040","R130079","5769","Hungary","2009","Approved","Voltaite"," ","Szakáll S, Sajó I, Fehér B, Bigi S, (2012) Ammoniomagnesiovoltaite, a new voltaite-related mineral species from Pécs-Vasas, Hungary, The Canadian Mineralogist 50, 65-72","cubic","326","N^3- H Mg Fe^3+ Al S^6+ O","Amvlt"
"Anandite","BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S^2-^(OH)","BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH)","Ba Fe Si O S H","IMA1966-005","","877","Sri Lanka","1966","Approved","Mica, Clay","mica-brittle micas","Pattiaratchi D B, Saari E, Sahama T G (1967) Anandite, a new barium iron silicate from Wilagedera, North Western Province, Ceylon, Mineralogical Magazine 36, 1-4","monoclinic|orthorhombic","542","Ba Fe^2+ Si Fe^3+ O S^2- H","Ana"
"Andersonite","Na_2_Ca(U^6+^O_2_)(CO_3_)_3_·5-6H_2_O","Na_2_Ca(UO_2_)(CO_3_)_3_·5-6H_2_O","Na Ca U O C H","","R080133","883","USA","1951","Grandfathered|Approved","Not in a structural group"," ","Axelrod J M, Grimaldi F S, Milton C, Murata K J (1951) The uranium minerals from the Hillside mine, Yavapai County, Arizona, American Mineralogist 36, 1-22","hexagonal","399","Na Ca U^6+ O C H","Anr"
"Andrémeyerite","BaFe^2+^_2_Si_2_O_7_","BaFe^2+^_2_(Si_2_O_7_)","Ba Fe Si O","IMA1972-005","","886","Democratic Republic of the Congo","1972","Approved|Renamed","Not in a structural group"," ","Sahama T G, Siivola J, Rehtijärvi P (1973) Andremeyerite, a new barium iron silicate, from Nyiragongo, Zaire, Bulletin of the Geological Society of Finland 45, 1-8","monoclinic|orthorhombic","","Ba Fe^2+ Si O","Amy"
"Anglesite","Pb^2+^S^6+^O_4_","Pb(SO_4_)","Pb S O","","R040004 R050052 R050408","891","United Kingdom","1832","Grandfathered|Approved","Baryte","celestine","Beudant F S (1832) Anglesite, plomb sulfaté, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 459-460","orthorhombic","4000","Pb^2+ S^6+ O","Ang"
"Anhydrite","CaS^6+^O_4_","Ca(SO_4_)","Ca S O","","R040012 R040061 R061102","892","Austria","1794","Grandfathered|Approved","Not in a structural group"," ","Ludwig C F (1804) A. G. Werners Mineral - System, Erste Klasse Erdige Fossilien, VI. Kalk - Geschlecht, in Handbuch der Mineralogie nach A. G. Werner Volume 2, Siegfried Lebrecht Crusius (Leipzig) 209-212","orthorhombic","2816","Ca S^6+ O","Anh"
"Ankerite","CaFe^2+^(CO_3_)_2_","Ca(Fe^2+^,Mg)(CO_3_)_2_","Ca Fe Mg C O","","R050181 R050197","895","Austria","1825","Grandfathered|Approved","Dolomite","dolomite","Mineral is named:
Mohs F (1825) Characters of the genera and species of the orders of class II. I. Order. Haloide. V. Lime-haloide. 4. Paratomous. Ankerite, in Treatise on Mineralogy Vol I, translated by Haidinger, Archibald and Co. (Edinburgh) 411-411

Mineral is described:
Mohs F (1825) Paratomous lime-haloide, in Treatise on Mineralogy Vol II, translated by Haidinger, Archibald and Co. (Edinburgh) 100-101","hexagonal","4000","Ca Fe^2+ C O","Ank"
"Antarcticite","CaCl_2_·6H_2_O","CaCl_2_·6H_2_O","Ca Cl H O","IMA1965-015","","900","Antarctica","1965","Approved","Not in a structural group"," ","Torii T, Ossaka J (1965) Antarcticite: A new mineral, calcium chloride hexahydrate, discovered in Antarctica, Science 149, 975-977","hexagonal","1565","Ca Cl H O","Atc"
"Antimonselite","Sb^3+^_2_Se^2-^_3_","Sb_2_Se_3_","Sb Se","IMA1992-003","","906","China","1992","Approved","Stibnite","stibnite","Chen L, Zhang Q, Li D, Wang G (1993) Antimonselite - a new mineral, Acta Mineralogica Sinica 13, 7-11","orthorhombic","443","Sb^3+ Se^2-","Atm"
"Antimony","Sb","Sb","Sb","","R050654 R070318","907","Sweden","1748","Grandfathered|Approved","Arsenic","arsenic","Swab A (1748) Berattelse om en nativ regulus antimonii, eller spets glas-kung, Kong. Svenska Vetenskaps-Akademiens Handlingar 9, 99-106","hexagonal|cubic, tetragonal, trigonal","3640","Sb","Sb"
"Antlerite","Cu^2+^_3_(S^6+^O_4_)(OH)_4_","Cu^2+^_3_(SO_4_)(OH)_4_","Cu S O H","","R050212 R110045","908","USA","1889","Approved","Not in a structural group"," ","Hillebrand W F (1889) Mineralogical Notes. 6. A basic cupric sulphate, Bulletin of the United States Geological Survey 55, 48-55","orthorhombic","4000","Cu^2+ S^6+ O H","Atl"
"Apexite","NaMg(PO_4_)·9H_2_O","NaMg(PO_4_)·9H_2_O","Na Mg P O H","IMA2015-002","","6408","USA","2015","Approved","Struvite"," ","Kampf A R, Mills S J, Nash B P, Jensen M, Nikischer T (2015) Apexite, NaMg(PO_4_)·9H_2_O, a new struvite-type phase with a heteropolyhedral cluster. American Mineralogist 100, 2695-2701","triclinic","0","Na Mg P O H","Ape"
"Apjohnite","Mn^2+^Al_2_(S^6+^O_4_)_4_·22H_2_O","Mn^2+^Al_2_(SO_4_)_4_·22H_2_O","Mn Al S O H","","R060231","912","South Africa","1847","Grandfathered|Approved","Halotrichite","halotrichite","Glocker E F (1847) Ordo XVIII. Hydrolyti. I. Hydrolyti ametalli. 24. Halotrichites. Appendix. Apjohnites, in Generum et Specierum Mineralium, Secundum Ordines Naturales Digestorum Synopsis, Apud Eduardum Anton 288-304","monoclinic","1000","Mn^2+ Al S^6+ O H","Apj"
"Aplowite","Co^2+^S^6+^O_4_·4H_2_O","Co(SO_4_)·4H_2_O","Co S O H","IMA1963-009","","913","Canada","1963","Approved","Starkeyite","ilesite","Jambor J L, Boyle R W (1965) Moorhouseite and aplowite, new cobalt minerals from Walton, Nova Scotia, The Canadian Mineralogist 8, 166-171","monoclinic","425","Co^2+ S^6+ O H","Apw"
"Arcanite","K_2_S^6+^O_4_","K_2_(SO_4_)","K S O","","","920","USA","1845","Grandfathered|Approved","Arcanite"," ","Haidinger W (1845) Erste Klasse: Akrogenide. IV. Ordnung. Salze. XIII. Pikrochylinsalz. Arcanit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 487-492","orthorhombic","354","K S^6+ O","Acn"
"Arsenolite","As^3+^_2_O_3_","As_2_O_3_","As O","","R050383 R080095","953","Germany","1854","Grandfathered|Approved","Arsenolite"," ","The mineral was known before this publication, but under other names like arsenite, a general name for salts of arsenous acid:
Dana J D (1854) II. Oxyds of elements of the arsenic group. I. Oxyds of arsenic, antimony, etc. Arsenolite, in A System of Mineralogy, Comprising the Most Recent Discoveries, Fourth Edition, Volume II, George P. Putnam & Co. (New York and London) 139-140","cubic","2500","As^3+ O","Aso"
"Ashoverite","Zn^2+^(OH)_2_","Zn(OH)_2_","Zn O H","IMA1986-008","","972","United Kingdom","1986","Approved"," "," ","Clark A M, Fejer E E, Cressey G, Tandy P C (1988) Ashoverite, a new mineral, and other polymorphs of Zn(OH)<sub>2</sub> from Milltown, Ashover, Derbyshire, Mineralogical Magazine 52, 699-702","tetragonal","2058","Zn^2+ O H","Aov"
"Atacamite","Cu^2+^_2_Cl(OH)_3_","Cu_2_Cl(OH)_3_","Cu Cl O H","","R050098","978","Chile","1803","Grandfathered|Approved","Atacamite","atacamite","Blumenbach J F (1797) Kupfergeschlecht Atacamit. in Handbuch der Naturgeschichte, Johann Christian Dieterich (Göttingen) 660-660","orthorhombic","3200","Cu^2+ Cl O H","Ata"
"Atelestite","Bi^3+^_2_O(As^5+^O_4_)(OH)","Bi_2_O(AsO_4_)(OH)","Bi O As H","","R080139","979","Germany","1832","Grandfathered|Approved","Atelestite","atelestite","Breithaupt A (1832) Atelestit, Vollstandige Charakteristik des Mineral-Systems, (Dresden) 1, 307-307","monoclinic","543","Bi^3+ O As^5+ H","Ale"
"Aubertite","Cu^2+^Al(S^6+^O_4_)_2_Cl·14H_2_O","Cu^2+^Al(SO_4_)_2_Cl·14H_2_O","Cu Al S O Cl H","IMA1978-051","R060751","985","Chile","1978","Approved","Aubertite","aubertite","Cesbron F, Ginderow D, Sichère M, Vachey H (1979) L`aubertite, un nouveau chloro-sulfate hydraté de cuivre et d`aluminium, Bulletin de Minéralogie 102, 348-350","triclinic","470","Cu^2+ Al S^6+ O Cl H","Aub"
"Bakhchisaraitsevite","Na_2_Mg_5_(PO_4_)_4_·7H_2_O","Na_2_Mg_5_(PO_4_)_4_·7H_2_O","Na Mg P O H","IMA1999-005","R060607","1009","Russia","1999","Approved"," "," ","Liferovich R P, Pakhomovsky Y A, Yakubovich O V, Massa W, Laajoki K, Gehör S, Bogdanova A N, Sorokhtima N V (2000) Bakhchisaraitsevite, Na<sub>2</sub>Mg<sub>5</sub>[PO<sub>4</sub>]<sub>4</sub>·7H<sub>2</sub>O, a new mineral from hydrothermal assemblages related to phoscorite-carbonatite complex of the Kovdor massif, Russia, Neues Jahrbuch für Mineralogie, Monatshefte, 2000, 402-418","monoclinic","500","Na Mg P O H","Bkc"
"Bannermanite","(Na,K)_x_V^4+^_x_V^5+^_6-x_O_15_ (0.5<x<0.9)","(Na,K)_x_V^4+^_x_V^5+^_6-x_O_15_ (0.5<x<0.9)","Na K V O","IMA1980-010","","1019","El Salvador","1980","Approved"," "," ","Hughes J M, Finger L W (1983) Bannermanite, a new sodium-potassium vanadate isostructural with β-Na<sub>x</sub>V<sub>6</sub>O<sub>15</sub>, American Mineralogist 68, 634-641","monoclinic","28","Na K V^4+ V^5+ O","Bnm"
"Bararite","(N^3-^H_4_)_2_SiF_6_","(NH_4_)_2_SiF_6_","N H Si F","","","1021","India","1951","Grandfathered|Approved"," "," ","Palache C, Berman H, Frondel C (1951) 11.4.2.2 Bararite [(NH<sub>4</sub>)<sub>2</sub>SiF<sub>6</sub>], in The System of Mineralogy, Volume II, Seventh Edition, John Wiley and Sons, Inc (New York) 106-107","hexagonal","387","N^3- H Si F","Brr"
"Barberiite","N^3-^H_4_BF_4_","(NH_4_)BF_4_","N H B F","IMA1993-008","","1023","Italy","1993","Approved","Baryte"," ","Garavelli A, Vurro F (1994) Barberiite, NH<sub>4</sub>BF<sub>4</sub>, a new mineral from Vulcano, Aeolian Islands, Italy, American Mineralogist 79, 381-384","orthorhombic","0","N^3- H B F","Bbi"
"Barioferrite","BaFe^3+^_12_O_19_","BaFe^3+^_12_O_19_","Ba Fe O","IMA2009-030","","5757","Israel","2009","Approved","Plumboferrite"," ","Murashko M N, Chukanov N V, Mukhanova A A, Vapnik E, Britvin S N, Krivovichev S V, Polekhovsky Y S, Ivakin Y D (2010) Barioferrite BaFe<sup>3+</sup><sub>12</sub>O<sub>19</sub> - a new magnetoplumbite-group mineral from Hatrurim formation, Israel, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 139(3), 22-30","hexagonal","411","Ba Fe^3+ O","Baf"
"Barnesite","Na_2_V^5+^_6_O_16_·3H_2_O","Na_2_V^5+^_6_O_16_·3H_2_O","Na V O H","","R060883","1036","USA","1963","Approved","Hewettite"," ","Weeks A D, Ross D R, Marvin R F (1963) The occurrence and properties of barnesite, Na<sub>2</sub>V<sub>6</sub>O<sub>16</sub>·3H<sub>2</sub>O, a new hydrated sodium vanadate mineral from Utah, American Mineralogist 48, 1187-1195","monoclinic","260","Na V^5+ O H","Bar"
"Barstowite","Pb^2+^_4_CO_3_Cl_6_·H_2_O","Pb_4_(CO_3_)Cl_6_·H_2_O","Pb C O Cl H","IMA1989-057","","1042","United Kingdom","1989","Approved"," "," ","Stanley C J, Jones G C, Hart A D (1991) Barstowite, 3PbCl<sub>2</sub>·PbCO<sub>3</sub>·H<sub>2</sub>O, a new mineral from Bounds Cliff, St Endellion, Cornwall, Mineralogical Magazine 55, 121-125","monoclinic","443","Pb^2+ C O Cl H","Bsw"
"Baryte","BaS^6+^O_4_","Ba(SO_4_)","Ba S O","","R040036 R050342 R050335 R050375","1033","?","1778","Approved","Baryte","celestine","Bras-de-Fer L (1778) (84) Terre (Élément), in Explication Morale du Jeu de Cartes; Anecdote Curieuse et Interessante, (Bruxelles) 99-100

Spelling of name is formally defined:
International Mineralogical Association (1971) International Mineralogical Association: Commission on new minerals and mineral names, Mineralogical Magazine 38, 102-105","orthorhombic","4567.61","Ba S^6+ O","Brt"
"Bassanite","CaS^6+^O_4_·0.5H_2_O","Ca(SO_4_)·0.5H_2_O","Ca S O H","","","1050","Italy","1910","Grandfathered|Approved","Rhabdophane"," ","Zambonini F (1910) Mineralogia Vesuviana. Bassanite CaSO<sub>4</sub>, Atti della Reale Accademia delle Scienze Fisiche e Matematiche di Napoli, Serie II 14, 327-328","monoclinic|hexagonal","1180","Ca S^6+ O H","Bss"
"Bayleyite","Mg_2_(U^6+^O_2_)(CO_3_)_3_·18H_2_O","Mg_2_(UO_2_)(CO_3_)_3_·18H_2_O","Mg U O C H","","R070458","1064","USA","1951","Grandfathered|Approved"," "," ","Axelrod J M, Grimaldi F S, Milton C, Murata K J (1951) The uranium minerals from the Hillside mine, Yavapai County, Arizona, American Mineralogist 36, 1-22","monoclinic","1814","Mg U^6+ O C H","Byy"
"Baylissite","K_2_Mg(CO_3_)_2_·4H_2_O","K_2_Mg(CO_3_)_2_·4H_2_O","K Mg C O H","IMA1975-024","","1065","Switzerland","1975","Approved"," "," ","Walenta K (1976) Baylissit, ein neues karbonatmineral aus den Schweizer Alpen, Schweizerische Mineralogische und Petrographische Mitteilungen 56, 187-194","monoclinic","3.36","K Mg C O H","Byl"
"Bazhenovite","Ca_8_S_5_(S_2_O_3_)(OH)_12_·20H_2_O","Ca_8_S_5_(S_2_O_3_)(OH)_12_·20H_2_O","Ca S O H","IMA1986-053","R130224","1066","Russia","1986","Approved"," "," ","Chesnokov B V, Polyakov V O, Bushmakin A F (1987) Bazhenovite CaS<sub>5</sub>·CaS<sub>2</sub>O<sub>3</sub>·6Ca(OH)<sub>2</sub>·20H<sub>2</sub>O - a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 116(6), 737-743","monoclinic","0","Ca S O H","Baz"
