"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Almandine","Fe^2+^_3_Al_2_(SiO_4_)_3_","Fe^2+^_3_Al_2_(SiO_4_)_3_","Fe Al Si O","","R040076 R040079 R040168 R050029 R060099 R060450 R070129 R100046 R120145 R120152 R190023","840","Turkey","0","Grandfathered|Approved","Garnet","garnet","Mineral name, or its predecessor alabandina, has been known since antiquity and predates any formal descriptive publication.","cubic|unknown","2925","Fe^2+ Al Si O","Alm"
"Althausite","Mg_4_(PO_4_)_2_(OH,O)(F,[box])","Mg_4_(PO_4_)_2_(OH,O)(F,[box])","Mg P O H F","IMA1974-050","R070113","844","Norway","1974","Approved","Not in a structural group"," ","Raade G, Tysseland M (1975) Althausite, a new mineral from Modum, Norway, Lithos 8, 215-219

Chemical formula revised:
Rømming C, Raade G (1980) The crystal structure of althausite, Mg<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,O)(F,[box]), American Mineralogist 65, 488-498","orthorhombic","582","Mg P O H F","Ahs"
"Aluminium","Al","Al","Al","IMA1980-085a","R070230","4921","Russia","1978","Approved","Copper","lead","Oleinikov B V, Okrugin A V, Leskova N V (1978) Petrological significance of the occurence of native aluminum in basic rocks, Doklady Akademii Nauk SSSR 243, 191-194","cubic","419","Al","Al"
"Aluminoceladonite","KMgAlSi_4_O_10_(OH)_2_","K(Mg,Fe^2+^)Al(Si_4_O_10_)(OH)_2_","K Mg Fe Al Si O H","","","850","Austria / Poland","1883","Approved","Mica","mica-true micas","Originally named leucophyllite:
Starkl G (1883) Ueber neue Mineralvorkommnisse in Oesterreich, Jahrbuch der Kaiserlich-Königlichen Geologischen Reichsanstalt 33, 635-658

Renamed to avoid confusion with the name of a rock:
Rieder M, Cavazzini G, D’Yakonov Y S, Frank-Kamenetskii V A, Gottardt G, Guggenheim S, Koval P V, Muller G, Neiva A M R, Radoslovich E W, Robert J L, Sassi F P, Takeda H, Weiss Z, Wones D R (1998) Nomenclature of the micas, The Canadian Mineralogist 36, 905-912","monoclinic|hexagonal","1060","K Mg Al Si O H","Acel"
"Alumoåkermanite","(Ca,Na)_2_(Al,Mg,Fe^2+^)(Si_2_O_7_)","(Ca,Na)_2_(Al,Mg,Fe^2+^)(Si_2_O_7_)","Ca Na Al Mg Fe Si O","IMA2008-049","","5709","Tanzania","2008","Approved","Melilite"," ","Wiedenmann D, Zaitsev A N, Britvin S N, Krivovichev S V, Keller J (2009) Alumoåkermanite, (Ca,Na)<sub>2</sub>(Al,Mg,Fe<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>), a new mineral from the active carbonatite-nephelinite-phonolite volcano Oldoinyo Lengai, northern Tanzania, Mineralogical Magazine 73, 373-384","tetragonal","354","Ca Na Al Mg Fe^2+ Si O","Aåk"
"Alumovesuvianite","Ca_19_Al(Al_10_Mg_2_)Si_18_O_69_(OH)_9_","Ca_19_Al(Al_10_Mg_2_)Si_18_O_69_(OH)_9_","Ca Al Mg Si O H","IMA2016-014","","6543","Canada","2016","Approved","Vesuvianite"," ","Panikorovskii T L, Chukanov N V, Aksenov S M, Mazur A S, Avdontseva E Y, Shilovskikh V V, Krivovichev S V (2017) Alumovesuvianite, Ca_19_Al(Al,Mg)_12_Si_18_O_69_(OH)_9_, a new vesuvianite-group member from the Jeffrey mine, Asbestos, Estrie region, Québec. Mineralogy and Petrology 6, 833-842","tetragonal","440","Ca Al Mg Si O H","Aves"
"Amesite","Mg_2_Al(AlSiO_5_)(OH)_4_","Mg_2_Al(AlSiO_5_)(OH)_4_","Mg Al Si O H","","R070132 R070116","868","USA","1876","Grandfathered|Approved","Serpentine, Clay","kaolinite-serpentine-serpentine subgroup","Shepard C U (1876) Order XI. Talcite. Amesine, in Catalogue of minerals found within about 75 miles of Amherst College, Ms, (Amherst) 4-4","triclinic|hexagonal","2749.9","Mg Al Si O H","Ame"
"Amstallite","CaAl(Si,Al)_4_O_8_(OH)_4_·(H_2_O,Cl)","CaAl[(Al,Si)_4_O_8_(OH)_2_](OH)_2_·(H_2_O,Cl)","Ca Al Si O H Cl","IMA1986-030","","875","Austria","1986","Approved","Not in a structural group"," ","Quint R (1987) Description and crystal structure of amstallite, CaAl(OH)<sub>2</sub>[Al<sub>0.8</sub>Si<sub>3.2</sub>O<sub>8</sub>(OH)<sub>2</sub>]·[(H<sub>2</sub>O)<sub>0.8</sub>Cl<sub>0.2</sub>], a new mineral from Amstall, Austria, Neues Jahrbuch für Mineralogie, Monatshefte 1987, 253-262","monoclinic","","Ca Al Si O H Cl","Ams"
"Anatase","Ti^4+^O_2_","TiO_2_","Ti O","","R060277 R070582 R120013 R120064","879","France","1801","Approved","Not in a structural group"," ","Haüy R J (1801) Anatase, Traité de Minéralogie 3, 129-136","tetragonal","3074","Ti^4+ O","Ant"
"Andalusite","Al_2_SiO_5_","Al_2_SiO_5_","Al Si O","","R050258 R050449 R050561 R050626 R060197 R060212","882","Spain","1798","Grandfathered|Approved","Andalusite","andalusite","Delamétherie J C (1798) Sur une pierre de l'andalousie, Journal de Physique, de Chimie et d'Histoire Naturelle et des Arts 46, 386-387","orthorhombic","4000","Al Si O","And"
"Andradite","Ca_3_Fe^3+^_2_(SiO_4_)_3_","Ca_3_Fe^3+^_2_(SiO_4_)_3_","Ca Fe Si O","","R040001 R050256 R050311 R050377 R060358 R060350 R060326 R060423 R060449 R070722 R100049 R100138 R120004","885","Norway","1868","Grandfathered|Approved","Garnet","garnet","Dana J D, Brush G J (1868) E. Lime-Irongarnet; Andradite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 268-270","cubic|triclinic","4568.5","Ca Fe^3+ Si O","Adr"
"Anhydrite","CaS^6+^O_4_","Ca(SO_4_)","Ca S O","","R040012 R040061 R061102","892","Austria","1794","Grandfathered|Approved","Not in a structural group"," ","Ludwig C F (1804) A. G. Werners Mineral - System, Erste Klasse Erdige Fossilien, VI. Kalk - Geschlecht, in Handbuch der Mineralogie nach A. G. Werner Volume 2, Siegfried Lebrecht Crusius (Leipzig) 209-212","orthorhombic","2816","Ca S^6+ O","Anh"
"Ankerite","CaFe^2+^(CO_3_)_2_","Ca(Fe^2+^,Mg)(CO_3_)_2_","Ca Fe Mg C O","","R050181 R050197","895","Austria","1825","Grandfathered|Approved","Dolomite","dolomite","Mineral is named:
Mohs F (1825) Characters of the genera and species of the orders of class II. I. Order. Haloide. V. Lime-haloide. 4. Paratomous. Ankerite, in Treatise on Mineralogy Vol I, translated by Haidinger, Archibald and Co. (Edinburgh) 411-411

Mineral is described:
Mohs F (1825) Paratomous lime-haloide, in Treatise on Mineralogy Vol II, translated by Haidinger, Archibald and Co. (Edinburgh) 100-101","hexagonal","4000","Ca Fe^2+ C O","Ank"
"Annite","KFe^2+^_3_AlSi_3_O_10_(OH)_2_","KFe^2+^_3_(AlSi_3_O_10_)(OH)_2_","K Fe Al Si O H","","R060204 R060211","897","USA","1868","Approved","Mica, Clay","mica-true micas","Dana J D, Brush G J (1868) 291. Annite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 308-308","monoclinic","2906","K Fe^2+ Al Si O H","Ann"
"Anorthite","CaAl_2_Si_2_O_8_","Ca(Al_2_Si_2_O_8_)","Ca Al Si O","","R040059 R050104 R060082 R060193 R060221 R060275 R070510 R070598 R100170 R130296 R190029","898","Italy","1823","Grandfathered|Approved","Feldspar","feldspar","Rose G (1823) Ueber den Feldspath, Albit, Labrador und Anorthit, Annalen der Physik und der Physikalischen Chemie 73, 173-208","triclinic|unknown","4700","Ca Al Si O","An"
"Anthophyllite","[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_","[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_","Mg Si O H","","R070245","903","Norway","1801","Approved|Redefined","Amphibole","amphibole-group 1 Mg-Fe-Mn-Li","Schumacher C F (1801) Anthophyllit, in Versuch eines Verzeichnisses der in den Dänisch-Nordischen Staaten sich findenden einfachen Mineralien, Brummer (Kopenhagen) 96-96","orthorhombic","4000","Mg Si O H","Ath"
"Antigorite","Mg_3_Si_2_O_5_(OH)_4_","Mg_3_Si_2_O_5_(OH)_4_","Mg Si O H","","R070228","904","Italy / Switzerland","1840","Approved|Redefined","Serpentine, Clay","kaolinite-serpentine-kaolinite subgroup","Schweizer E (1840) Ueber den antigorit, ein neues mineral, Annalen der Physik und Chemie 19, 595-599","monoclinic","4700","Mg Si O H","Atg"
"Apachite","Cu^2+^_9_Si_10_O_29_·11H_2_O","Cu^2+^_9_Si_10_O_29_·11H_2_O","Cu Si O H","IMA1979-022","R060694","910","USA","1979","Approved","Not in a structural group"," ","Cesbron F P, Williams S A (1980) Apachite and gilalite, two new copper silicates from Christmas, Arizona, Mineralogical Magazine 43, 639-641","monoclinic","545","Cu^2+ Si O H","Apa"
"Aragonite","CaCO_3_","Ca(CO_3_)","Ca C O","","R040078 R060195 R080142 R150021","916","Spain","1788","Grandfathered|Approved","Aragonite","aragonite","Mineral known earlier, but named arragonischer apatit by Werner:
Werner A G (1788) Geschichte, Karakteristik, und kurze chemische Untersuchung des Apatits. IV. Kurze Nachricht von den sogenannten arragonischen Apatiten, Bergmannisches Journal 1, 76-96

Renamed arragonite:
Hauy C (1791) Sur l'arragonite de Werner, Bulletin des Science, par la Société Philomathique 2, 67-68","orthorhombic","4700","Ca C O","Arg"
"Armalcolite","(Mg,Fe^2+^)Ti^4+^_2_O_5_","(Mg,Fe^2+^)Ti_2_O_5_","Mg Fe Ti O","IMA1970-006","R070260 R110187 R110188","936","Moon","1970","Approved|Redefined","Pseudobrookite"," ","Anderson A T, Bunch T E, Cameron E N, Haggerty S E, Boyd F R, Finger L W, James O B, Keil K, Prinz M, Ramdohr P, El Goresy A (1970) Armalcolite: a new mineral from the Apollo 11 samples, Geochimica et Cosmochimica Acta Supplement, Proceedings of the Apollo 11 Lunar Science Conference 1, 55-63","orthorhombic","4567.61","Mg Fe^2+ Ti^4+ O","Arm"
"Arsenopyrite","Fe^3+^(AsS)^3-^","FeAsS","Fe As S","","R050071 R061082 R070585","955","?","1847","Approved","Arsenopyrite","arsenopyrite","The mineral was known before this publication, but under other names, such as mispickel:
Glocker E F (1847) Ordo VI. Pyritae. Pyrite. III. Pyritae arsenopyritoidei. 10. Arsenopyrites., in Generum et Specierum Mineralium, Secundum Ordines Naturales Digestorum Synopsis, Apud Eduardum Anton 34-43","monoclinic|triclinic","4000","Fe^3+ As S","Apy"
"Artinite","Mg_2_CO_3_(OH)_2_·3H_2_O","Mg_2_(CO_3_)(OH)_2_·3H_2_O","Mg C O H","","R060166 R060234","962","Italy","1902","Grandfathered|Approved","Artinite"," ","Brugnatelli S C L (1902) Sopra un nuovo minerale delle cave d'Amianto della Valle Lanterna, Rendiconti Reale Istituto Lombardo di Scienze e Lettere (Milano) 35, 869-874","monoclinic","2000","Mg C O H","Art"
"Asbolane","Mn^4+^(O,OH)_2_·(Co^3+^,Ni^2+^,Mg,Ca)_x_(OH)_2x_·nH_2_O","Mn^4+^(O,OH)_2_·(Co,Ni,Mg,Ca)_x_(OH)_2x_·nH_2_O","Mn O H Co Ni Mg Ca","","R070306 R070359","968","?","1841","Grandfathered|Approved","Not in a structural group"," ","Breithaupt A (1841) Genus 8. Maurites. Species 1. Maurites, Asbolanus kürzer, Asbolan, in Vollständiges Handbuch der Mineralogie, Volume 2, Arnoldische Buchhandlung (Dresden und Leipzig) 332-334","hexagonal","2211","Mn^4+ O H Co^3+ Ni^2+ Mg Ca","Asb"
"Augite","(Ca,Mg,Fe^2+^,Fe^3+^)_2_(Si,Al)_2_O_6_","(Ca,Mg,Fe)_2_Si_2_O_6_","Ca Mg Fe Si O","","R061086 R061108 R070231 R110063 R190030","987","?","1685","Approved","Pyroxene","pyroxene","Pliny [translated by Hardouin, 1685] (77) Augites, in Caii Plinii secundi Naturalis historiae libri XXXVII interpretatione et notis illustravit Joannes Harduinus in usum Delphini, Franciscum Muguet (Paris) 406-406

The name was used to describe several different species until this paper:
Werner A G (1792) Geognostische Beobachtungen, auf einer Reife durch einen Theil des böhmischen Mittelgebirges, Bergmannisches Journal 1, 215-266","monoclinic","4700","Ca Mg Fe^2+ Fe^3+ Si Al O","Aug"
"Auricupride","Cu_3_Au","Cu_3_Au","Cu Au","","","989","Russia","1950","Grandfathered|Approved","Perovskite, Auricupride"," ","Ramdohr P (1950) Neue erzmineralien, Fortschritte der Mineralogie 28, 69-70","cubic","2050","Cu Au","Auc"
"Awaruite","Ni_3_Fe","Ni_3_Fe","Ni Fe","","R061020 R070671","997","New Zealand","1885","Grandfathered|Approved","Perovskite, Auricupride"," ","Skey W (1885) On a new mineral (awaruite) from Barn Bay, Transactions and Proceedings of the New Zealand Institute 18, 401-402","cubic","4620","Ni Fe","Awr"
"Axinite-(Fe)","Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_","Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_","Ca Fe Al B Si O H","IMA1968 s.p.","R040074 R050061 R050026 R060183 R060194 R060558","1880","France","1801","Approved|Renamed","Axinite","axinite","Haüy R J (1801) Axinite, (f.) c'est-à-dire, corps aminci en forme de tranchant de hache, 3, in Traité de Minéralogie., Chez Louis (Paris) 22-31

Name changed from axinite to ferroaxinite:
Schaller W T (1911) Mineralogical notes, Series I. Axinite from California, U.S. Geological Survey Bulletin 490, 37-47

Redefined:
Sanero E, Gottardi G (1968) Nomenclature and crystal-chemistry of axinites, American Mineralogist 53, 1407-1411

Name changed from ferroaxinite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","triclinic","3200","Ca Fe^2+ Al B Si O H","Ax-Fe"
"Baddeleyite","Zr^4+^O_2_","ZrO_2_","Zr O","","R060016 R060078 R100171","1003","Sri Lanka","1893","Grandfathered|Approved","Baddeleyite"," ","Fletcher L (1893) On baddeleyite (native zirconia), a new mineral, from Rakawana, Ceylon, Mineralogical Magazine 10, 148-160","monoclinic|orthorhombic","4567.61","Zr^4+ O","Bdy"
"Badengzhuite","TiP","TiP","Ti P","IMA2019-076","","6961","China","2019","Approved"," "," ","Xiong F, Xu X, Mugnaioli E, Gemmi M, Wirth R, Grew E S, Robinson P T, Yang J (2020) Two new minerals, badengzhuite, TiP, and zhiqinite, TiSi_2_, from the Cr-11 chromitite orebody, Luobusa ophiolite, Tibet, China: Is this evidence for super-reduced mantle-derived fluids? European Journal of Mineralogy 32, 557-574","hexagonal","","Ti P","Bdz"
"Balangeroite","Mg_21_Si_8_O_27_(OH)_20_","Mg_21_Si_8_O_27_(OH)_20_","Mg Si O H","IMA1982-002","R060244","1011","Italy","1982","Approved"," "," ","Compagnoni R, Ferraris G, Fiora L (1983) Balangeroite, a new fibrous silicate related to gageite from Balangero, Italy, American Mineralogist 68, 214-219","monoclinic|unknown, triclinic, orthorhombic","38","Mg Si O H","Bal"
"Bario-orthojoaquinite","Ba_4_Fe^2+^_2_Ti^4+^_2_O_2_(SiO_3_)_8_·H_2_O","Ba_4_Fe^2+^_2_Ti_2_O_2_(SiO_3_)_8_·H_2_O","Ba Fe Ti O Si H","IMA1979-081","","1029","USA","1979","Approved","Joaquinite","joaquinite","Wise W S (1982) Strontiojoaquinite and bario-orthojoaquinite: two new members of the joaquinite group, American Mineralogist 67, 809-816","orthorhombic","5.3","Ba Fe^2+ Ti^4+ O Si H","Bojq"
"Barioperovskite","BaTi^4+^O_3_","BaTiO_3_","Ba Ti O","IMA2006-040","R110180","5518","USA","2006","Approved","Perovskite"," ","Ma C, Rossman G R (2008) Barioperovskite, BaTiO<sub>3</sub>, a new mineral from the Benitoite mine, California, American Mineralogist 93, 154-157","orthorhombic","5.3","Ba Ti^4+ O","Bprv"
"Barroisite","[box]NaCa[Mg_3_Al_2_](Si_7_Al)O_22_(OH)_2_","[box](NaCa)(Mg_3_Al_2_)(Si_7_Al)O_22_(OH)_2_","Na Ca Mg Al Si O H","","","1041","Austria","1922","Approved|Redefined","Amphibole","amphibole-group 3 Na-Ca","Murgoci G (1922) Sur la classification des amphiboles bleues et de certaines hornblendes, Comptes Rendus Hebdomadaires des Séances de l’Académie des Sciences 175, 426-429

Redefined by the IMA nomenclature commission:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246","monoclinic","1000","Na Ca Mg Al Si O H","Brs"
"Barrydawsonite-(Y)","Na_1.5_Y^3+^_0.5_CaSi_3_O_9_H","Na_1.5_Y_0.5_CaSi_3_O_9_H","Na Y Ca Si O H","IMA2014-042","","6337","Canada","2014","Approved","Pectolite"," ","Mitchell R H, Welch M D, Kampf A R, Chakhmouradian A K, Spratt J (2015) Barrydawsonite-(Y), Na_1.5_CaY_0.5_Si_3_O_9_H: a new pyroxenoid of the pectolite-serandite group. Mineralogical Magazine 79, 671-68","monoclinic","","Na Y^3+ Ca Si O H","Bdw-Y"
"Barysilite","Pb^2+^_8_Mn^2+^(Si_2_O_7_)_3_","Pb_8_Mn(Si_2_O_7_)_3_","Pb Mn Si O","","R050002 R070651 R100057","1046","Sweden","1888","Grandfathered|Approved"," "," ","Sjögren A, Lundström C H (1888) Om barysil, ett ej förr uppmärksammadt blysilikat från Harstigsgrufvan, Öfversigt af Kongliga Vetenskaps-Akademiens Förhandlingar 45, 7-11","hexagonal","1898","Pb^2+ Mn^2+ Si O","Bsl"
"Bastnäsite-(Ce)","CeCO_3_F","Ce(CO_3_)F","Ce C O F","IMA1966 s.p.","R050409 R060359 R060629 R060550 R060737","4888","Sweden","1841","Approved|Renamed","Bastnäsite"," ","Huot J J N (1841) Genre. Lanthane. 2 Espèce, Bastnaesite, in Manuels-Roret. Nouveau Manuel Complet de Minéralogie, Première Partie, (Paris) 296-296

Name changed from bastnasite:
Levinson A A (1966) A system of nomenclature for rare-earth minerals, American Mineralogist 51, 152-158","hexagonal","2858","Ce C O F","Bsn-Ce"
"Bearthite","Ca_2_Al(PO_4_)_2_OH","Ca_2_Al(PO_4_)_2_(OH)","Ca Al P O H","IMA1986-050","","1070","Italy / Switzerland","1986","Approved","Brackebuschite","brackebuschite","Chopin C, Brunet F, Gebert W, Medenbach O, Tillmanns E (1993) Bearthite, Ca<sub>2</sub>Al[PO<sub>4</sub>]<sub>2</sub>(OH), a new mineral from high-pressure terranes of the western Alps, Schweizerische Mineralogische und Petrographische Mitteilungen 73, 1-9","monoclinic","260","Ca Al P O H","Bth"
"Beryl","Be_3_Al_2_Si_6_O_18_","Be_3_Al_2_Si_6_O_18_","Be Al Si O","","R040002 R050065 R050120 R050121 R050305 R050347 R050368 R060942 R060943 R060944 RS521166 RS544095 RS540155 R110100 R110113 R110115 R110118","1110","unknown","0","Grandfathered|Approved","Beryl","beryl","Vauquelin L N (1798) Sur une nouvell terre tirée de l´aigue marine, ou beril. Observations sur la Physique, sur l’Histoire Naturelle et sur les Arts 46, 158-158","hexagonal","3044","Be Al Si O","Brl"
"Birnessite","(Na,Ca,K)_0.6_(Mn^4+^,Mn^3+^)_2_O_4_·1.5H_2_O","(Na,Ca,K)_0.6_(Mn^4+^,Mn^3+^)_2_O_4_·1.5H_2_O","Na Ca K Mn O H","","","1136","United Kingdom","1956","Grandfathered|Approved"," "," ","Jones L H P, Milne A A (1956) Birnessite, a new manganese oxide mineral from Aberdeenshire, Scotland, Mineralogical Magazine 31, 283-288","triclinic|monoclinic","2500","Na Ca K Mn^4+ Mn^3+ O H","Bir"
"Boromullite","Al_9_BSi_2_O_19_","Al_9_BSi_2_O_19_","Al B Si O","IMA2007-021","","5587","Australia","2007","Approved"," "," ","Buick I S, Grew E S, Armbruster T, Medenbach O, Yates M G, Bebout G E, Clarke G L (2008) Boromullite, Al<sub>9</sub>BSi<sub>2</sub>O<sub>19</sub>, a new mineral from granulite-facies metapelites, Mount Stafford, central Australia: a natural analogue of a synthetic “boron-mullite”, European Journal of Mineralogy 20, 935-950","orthorhombic","","Al B Si O","Bmul"
"Bosiite","NaFe^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O","NaFe^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O","Na Fe Al Mg Si O B H","IMA2014-094","","6392","Russia","2014","Approved","Tourmaline"," ","Ertl A, Baksheev I A, Giester G, Lengauer C L, Prokofiev V Y, Zorina L D (2016) Bosiite, NaFe^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O, a new ferric member of the tourmaline supergroup from the Darasun gold deposit, Transbaikalia, Russia. European Journal of Mineralogy 28, 581-591","hexagonal","171","Na Fe^3+ Al Mg Si O B H","Bos"
"Bowieite","Rh^3+^_2_S^2-^_3_","Rh_2_S_3_","Rh S","IMA1980-022","R070409","1195","USA","1980","Approved","Bowieite"," ","Desborough G A, Criddle A J (1984) Bowieite: A new rhodium-iridium-platinum sulfide in platinum-alloy nuggets, Goodnews Bay, Alaska, The Canadian Mineralogist 22, 543-552","orthorhombic","2058","Rh^3+ S^2-","Bow"
