"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Allanite-(Ce)","CaCeAl_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)","CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca Ce Al Fe Si O H","IMA1987 s.p.","R050043 R060418 R080044 R080092","832","Denmark (Greenland)","1812","Approved|Renamed","Epidote, allanite","epidote","Thomson T (1812) Experiments on allanite, a new mineral from Greenland, Transactions of the Royal Society of Edinburgh 6, 371-386

Name changed from allanite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","monoclinic|unknown","3366","Ca Ce Al Fe^2+ Si O H","Aln-Ce"
"Allanite-(La)","CaLaFe^2+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)","CaLa(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca La Al Fe Si O H","IMA2003-065","R070246","4939","Italy","2003","Approved","Epidote, allanite","epidote","While the name has been used previously, it was only officially approved by IMA with this publication:
Orlandi P, Pasero M (2006) Allanite-(La) from Buca della Vena mine, Apuan Alps, Italy, an epidote-group mineral, The Canadian Mineralogist 44, 63-68","monoclinic","2816","Ca La Fe^2+ Al Si O H","Aln-La"
"Allanite-(Nd)","CaNdAl_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)","CaNd(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca Nd Al Fe Si O H","IMA2010-060","","5902","Sweden","2010","Approved","Epidote, allanite"," ","Škoda R, Cempírek J, Filip J, Novák M, Veselovský F, Čtvrtlík R (2012) Allanite-(Nd), CaNdAl<sub>2</sub>Fe<sup>2+</sup>(SiO<sub>4</sub>)(Si<sub>2</sub>O<sub>7</sub>)O(OH), a new mineral from Åskagen, Sweden, American Mineralogist 97, 983-988","monoclinic","1890","Ca Nd Al Fe^2+ Si O H","Aln-Nd"
"Allanite-(Y)","CaYAl_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)","CaY(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca Y Al Fe Si O H","IMA1966 s.p.","","833","South Africa","1949","Approved|Renamed","Epidote, allanite","epidote","Nel H J, Strauss C A, Wickman F E (1949) Lombaardite, a new mineral from the Zaaiplaats Tin Mine, Central Transvaal, Union of South Africa Department of Mines, Geological Survey Memoir 43, 45-57

Name changed from lombaardite:
Levinson A A (1966) A system of nomenclature for rare-earth minerals, American Mineralogist 51, 152-158","monoclinic","2698","Ca Y Al Fe^2+ Si O H","Aln-Y"
"Almandine","Fe^2+^_3_Al_2_(SiO_4_)_3_","Fe^2+^_3_Al_2_(SiO_4_)_3_","Fe Al Si O","","R040076 R040079 R040168 R050029 R060099 R060450 R070129 R100046 R120145 R120152 R190023","840","Turkey","0","Grandfathered|Approved","Garnet","garnet","Mineral name, or its predecessor alabandina, has been known since antiquity and predates any formal descriptive publication.","cubic|unknown","2925","Fe^2+ Al Si O","Alm"
"Aluminium","Al","Al","Al","IMA1980-085a","R070230","4921","Russia","1978","Approved","Copper","lead","Oleinikov B V, Okrugin A V, Leskova N V (1978) Petrological significance of the occurence of native aluminum in basic rocks, Doklady Akademii Nauk SSSR 243, 191-194","cubic","419","Al","Al"
"Alumoåkermanite","(Ca,Na)_2_(Al,Mg,Fe^2+^)(Si_2_O_7_)","(Ca,Na)_2_(Al,Mg,Fe^2+^)(Si_2_O_7_)","Ca Na Al Mg Fe Si O","IMA2008-049","","5709","Tanzania","2008","Approved","Melilite"," ","Wiedenmann D, Zaitsev A N, Britvin S N, Krivovichev S V, Keller J (2009) Alumoåkermanite, (Ca,Na)<sub>2</sub>(Al,Mg,Fe<sup>2+</sup>)(Si<sub>2</sub>O<sub>7</sub>), a new mineral from the active carbonatite-nephelinite-phonolite volcano Oldoinyo Lengai, northern Tanzania, Mineralogical Magazine 73, 373-384","tetragonal","354","Ca Na Al Mg Fe^2+ Si O","Aåk"
"Alumovesuvianite","Ca_19_Al(Al_10_Mg_2_)Si_18_O_69_(OH)_9_","Ca_19_Al(Al_10_Mg_2_)Si_18_O_69_(OH)_9_","Ca Al Mg Si O H","IMA2016-014","","6543","Canada","2016","Approved","Vesuvianite"," ","Panikorovskii T L, Chukanov N V, Aksenov S M, Mazur A S, Avdontseva E Y, Shilovskikh V V, Krivovichev S V (2017) Alumovesuvianite, Ca_19_Al(Al,Mg)_12_Si_18_O_69_(OH)_9_, a new vesuvianite-group member from the Jeffrey mine, Asbestos, Estrie region, Québec. Mineralogy and Petrology 6, 833-842","tetragonal","440","Ca Al Mg Si O H","Aves"
"Analcime","NaAlSi_2_O_6_·H_2_O","Na(AlSi_2_O_6_)·H_2_O","Na Al Si O H","","R040128 R050094 R060023 R120095","876","Italy","1797","Approved","Analcime","zeolite","Haüy R J (1797) Analcime, Journal des Mines 5, 278-279","tetragonal|cubic, orthorhombic, monoclinic, hexagonal","2680","Na Al Si O H","Anl"
"Annite","KFe^2+^_3_AlSi_3_O_10_(OH)_2_","KFe^2+^_3_(AlSi_3_O_10_)(OH)_2_","K Fe Al Si O H","","R060204 R060211","897","USA","1868","Approved","Mica, Clay","mica-true micas","Dana J D, Brush G J (1868) 291. Annite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 308-308","monoclinic","2906","K Fe^2+ Al Si O H","Ann"
"Anorthite","CaAl_2_Si_2_O_8_","Ca(Al_2_Si_2_O_8_)","Ca Al Si O","","R040059 R050104 R060082 R060193 R060221 R060275 R070510 R070598 R100170 R130296 R190029","898","Italy","1823","Grandfathered|Approved","Feldspar","feldspar","Rose G (1823) Ueber den Feldspath, Albit, Labrador und Anorthit, Annalen der Physik und der Physikalischen Chemie 73, 173-208","triclinic|unknown","4700","Ca Al Si O","An"
"Anthonyite","Cu^2+^(OH)_2_·3H_2_O","Cu(OH)_2_·3H_2_O","Cu O H","","","902","USA","1963","Approved","Anthonyite"," ","Williams S A (1963) Anthonyite and calumetite, two new minerals from the Michigan copper district, American Mineralogist 48, 614-619","","1080","Cu^2+ O H","Aty"
"Anthophyllite","[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_","[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_","Mg Si O H","","R070245","903","Norway","1801","Approved|Redefined","Amphibole","amphibole-group 1 Mg-Fe-Mn-Li","Schumacher C F (1801) Anthophyllit, in Versuch eines Verzeichnisses der in den Dänisch-Nordischen Staaten sich findenden einfachen Mineralien, Brummer (Kopenhagen) 96-96","orthorhombic","4000","Mg Si O H","Ath"
"Anyuiite","AuPb_2_","AuPb_2_","Au Pb","IMA1987-053","","909","Russia","1987","Approved","Khatyrkite"," ","Razin L V, Sidorenko G A (1989) Anyuiite AuPb<sub>2</sub> - A new intermetallic of gold and lead, Mineralogiceskij Zhurnal 11, 88-96","tetragonal","320","Au Pb","Any"
"Aragonite","CaCO_3_","Ca(CO_3_)","Ca C O","","R040078 R060195 R080142 R150021","916","Spain","1788","Grandfathered|Approved","Aragonite","aragonite","Mineral known earlier, but named arragonischer apatit by Werner:
Werner A G (1788) Geschichte, Karakteristik, und kurze chemische Untersuchung des Apatits. IV. Kurze Nachricht von den sogenannten arragonischen Apatiten, Bergmannisches Journal 1, 76-96

Renamed arragonite:
Hauy C (1791) Sur l'arragonite de Werner, Bulletin des Science, par la Société Philomathique 2, 67-68","orthorhombic","4700","Ca C O","Arg"
"Arisite-(Ce)","NaCe_2_(CO_3_)_2_[(CO_3_)_1-x_F_2x_]F","NaCe_2_(CO_3_)_2_[F_2x_(CO_3_)_1-x_]F","Na Ce C O F","IMA2009-013","","5742","Canada / Namibia","2009","Approved","Arisite"," ","Piilonen P C, McDonald A M, Grice J D, Rowe R, Gault R A, Poirier G, Cooper M A, Kolitsch U, Roberts A C, Lechner W, Palfi A G (2010) Arisite-(Ce), a new rare-earth fluorcarbonate from the Aris phonolite, Namibia, Mont Saint-Hilaire and the Saint-Amable sill, Quebec, Canada, The Canadian Mineralogist 48, 661-671","hexagonal","370","Na Ce C O F","Ari-Ce"
"Arisite-(La)","NaLa_2_(CO_3_)_2_[(CO_3_)_1-x_F_2x_]F","NaLa_2_(CO_3_)_2_[F_2x_(CO_3_)_1-x_]F","Na La C O F","IMA2009-019","R120051","5748","Namibia","2009","Approved","Arisite"," ","Piilonen P C, McDonald A M, Grice J D, Cooper M A, Kolitsch U, Rowe R, Gault R A, Poirier G (2010) Arisite-(La), a new REE-fluorcarbonate mineral from the Aris phonolite (Namibia), with descriptions of the crystal structures of arisite-(La) and arisite-(Ce), Mineralogical Magazine 74, 257-268","hexagonal","32.2","Na La C O F","Ari-La"
"Armalcolite","(Mg,Fe^2+^)Ti^4+^_2_O_5_","(Mg,Fe^2+^)Ti_2_O_5_","Mg Fe Ti O","IMA1970-006","R070260 R110187 R110188","936","Moon","1970","Approved|Redefined","Pseudobrookite"," ","Anderson A T, Bunch T E, Cameron E N, Haggerty S E, Boyd F R, Finger L W, James O B, Keil K, Prinz M, Ramdohr P, El Goresy A (1970) Armalcolite: a new mineral from the Apollo 11 samples, Geochimica et Cosmochimica Acta Supplement, Proceedings of the Apollo 11 Lunar Science Conference 1, 55-63","orthorhombic","4567.61","Mg Fe^2+ Ti^4+ O","Arm"
"Aspidolite","NaMg_3_(Si_3_Al)O_10_(OH)_2_","NaMg_3_(Si_3_Al)O_10_(OH)_2_","Na Mg Si Al O H","IMA2004-049","","974","Japan","1869","Approved|Redefined","Mica, Clay","mica-true micas","von Kobell F (1869) Ueber den Aspidolith, ein Glied aus der Biotit- und Phlogopit-Gruppe, Sitzungsberichte der Königlich Bayerischen Akademie der Wissenschaften zu München 1, 364-366

Mineral was only formally accepted as a species with this publication:
Banno Y, Miyawaki R, Kogure T, Matsubara S, Kamiya T, Yamada S (2005) Aspidolite, the Na analogue of phlogopite, from Kasuga-mura, Gifu Prefecture, central Japan, description and structural data, Mineralogical Magazine 69, 1047-1057","triclinic|monoclinic","427","Na Mg Si Al O H","Asp"
"Atlasovite","Cu^2+^_6_Fe^3+^Bi^3+^O_4_(S^6+^O_4_)_5_·KCl","Cu^2+^_6_Fe^3+^Bi^3+^O_4_(SO_4_)_5_·KCl","Cu Fe Bi O S K Cl","IMA1986-029","","982","Russia","1986","Approved"," "," ","Popova V I, Popov V A, Rudashevskiy N S, Glavatskikh S F, Polyakov V O, Bushmakin A F (1987) Nabokoite Cu<sub>7</sub>TeO<sub>4</sub>(SO<sub>4</sub>)<sub>5</sub>·KCl and atlasovite Cu<sub>6</sub>Fe<sup>3+</sup>Bi<sup>3+</sup>O<sub>4</sub>(SO<sub>4</sub>)<sub>5</sub>·KCl. New minerals of volcanic exhalations, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 116(3), 358-367","tetragonal","3.6E-5","Cu^2+ Fe^3+ Bi^3+ O S^6+ K Cl","Atv"
"Augite","(Ca,Mg,Fe^2+^,Fe^3+^)_2_(Si,Al)_2_O_6_","(Ca,Mg,Fe)_2_Si_2_O_6_","Ca Mg Fe Si O","","R061086 R061108 R070231 R110063 R190030","987","?","1685","Approved","Pyroxene","pyroxene","Pliny [translated by Hardouin, 1685] (77) Augites, in Caii Plinii secundi Naturalis historiae libri XXXVII interpretatione et notis illustravit Joannes Harduinus in usum Delphini, Franciscum Muguet (Paris) 406-406

The name was used to describe several different species until this paper:
Werner A G (1792) Geognostische Beobachtungen, auf einer Reife durch einen Theil des böhmischen Mittelgebirges, Bergmannisches Journal 1, 215-266","monoclinic","4700","Ca Mg Fe^2+ Fe^3+ Si Al O","Aug"
"Baddeleyite","Zr^4+^O_2_","ZrO_2_","Zr O","","R060016 R060078 R100171","1003","Sri Lanka","1893","Grandfathered|Approved","Baddeleyite"," ","Fletcher L (1893) On baddeleyite (native zirconia), a new mineral, from Rakawana, Ceylon, Mineralogical Magazine 10, 148-160","monoclinic|orthorhombic","4567.61","Zr^4+ O","Bdy"
"Barrerite","Na_2_(Al_2_Si_7_)O_18_·6H_2_O","Na_2_(Si_7_Al_2_)O_18_·6H_2_O","Na Si Al O H","IMA1974-017","R050135","1038","Italy","1974","Approved","Stilbite","zeolite","Passaglia E, Pongiluppi D (1975) Barrerite, a new natural zeolite, Mineralogical Magazine 40, 208-208","orthorhombic","300","Na Al Si O H","Bre"
"Bassanite","CaS^6+^O_4_·0.5H_2_O","Ca(SO_4_)·0.5H_2_O","Ca S O H","","","1050","Italy","1910","Grandfathered|Approved","Rhabdophane"," ","Zambonini F (1910) Mineralogia Vesuviana. Bassanite CaSO<sub>4</sub>, Atti della Reale Accademia delle Scienze Fisiche e Matematiche di Napoli, Serie II 14, 327-328","monoclinic|hexagonal","1180","Ca S^6+ O H","Bss"
"Batisite","Na_2_BaTi^4+^_2_(Si_4_O_12_)O_2_","Na_2_BaTi_2_O_2_(Si_2_O_6_)_2_","Na Ba Ti O Si","","","1056","Russia","1960","Approved","Batisite"," ","Kravchenko S M, Vlasova E V, Pinevich N G (1960) Batisite - a new mineral, Doklady Akademii Nauk SSSR 133, 657-660","orthorhombic","500","Na Ba Ti^4+ Si O","Bat"
"Behoite","Be(OH)_2_","Be(OH)_2_","Be O H","IMA1969-031","R060659 R130229 R130230","1076","USA","1969","Approved","Cristobalite"," ","Ehlmann A J, Mitchell R S (1970) Behoite, beta-Be(OH)<sub>2</sub>, from the Rode Ranch pegmatite, Llano County, Texas, American Mineralogist 55, 1-9","orthorhombic","2680","Be O H","Beh"
"Beidellite","(Na,Ca)_0.3_Al_2_(Si,Al)_4_O_10_(OH)_2_·nH_2_O","(Na,Ca)_0.3_Al_2_(Si,Al)_4_O_10_(OH)_2_·nH_2_O","Na Ca Al Si O H","","R070244","1077","USA","1925","Grandfathered|Approved","Clay, Smectite-vermiculite","smectite","Larsen E S, Wherry E T (1925) Beidellite, a new mineral name, Journal of the Washington Academy of Sciences 15, 465-466","unknown","2050","Na Ca Al Si O H","Bei"
"Bellbergite","(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O","(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O","K Ba Sr Ca Na Si Al O H","IMA1990-057","R100201","1080","Germany","1990","Approved"," ","zeolite","Rüdinger B, Tillmanns E, Hentschel G (1993) Bellbergite - a new mineral with zeolite structure type EAB, Mineralogy and Petrology 48, 147-152","hexagonal","354","K Ba Sr Ca Na Si Al O H","Blb"
"Bismuthinite","Bi^3+^_2_S^2-^_3_","Bi_2_S_3_","Bi S","","R061077 R070533 R070617","1141","?","1832","Grandfathered|Approved","Stibnite","stibnite","Beudant F S (1832) Sulfures de bismuth. Bismuthine, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 418-421","orthorhombic","4000","Bi^3+ S^2-","Bin"
"Boggsite","Na_3_Ca_8_(Si_77_Al_19_)O_192_·70H_2_O","Na_3_Ca_8_(Si_77_Al_19_)O_192_·70H_2_O","Na Ca Si Al O H","IMA1989-009","","1167","USA","1989","Approved"," ","zeolite","Howard D G, Tschernich R W, Smith J V, Klein G L (1990) Boggsite, a new high-silica zeolite from Goble, Columbia County, Oregon, American Mineralogist 75, 1200-1204","orthorhombic","536.5","Na Ca Si Al O H","Bgs"
"Bornite","Cu^1+^_5_Fe^3+^S^2-^_4_","Cu_5_FeS_4_","Cu Fe S","IMA1962 s.p.","R050322 R070636","1183","?","1845","Approved"," "," ","Haidinger W (1845) Zweite Klasse: Geogenide. XIII. Ordnung. Kiese. V. Kupperkies. Bornit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 559-562","cubic|orthorhombic, hexagonal","4000","Cu^1+ Fe^3+ S^2-","Bn"
"Bortnikovite","Pd_4_Cu_3_Zn","Pd_4_Cu_3_Zn","Pd Cu Zn","IMA2006-027","","5583","Russia","2006","Approved"," "," ","Mochalov A G, Tolkachev M D, Polekhovsky Y S, Goryacheva E M (2007) Bortnikovite, Pd<sub>4</sub>Cu<sub>3</sub>Zn, a new mineral species from the Unique Konder Placer Deposit, Khabarovsk Krai, Russia, Geology of Ore Deposits 49, 318-327","tetragonal","","Pd Cu Zn","Bnk"
"Bowieite","Rh^3+^_2_S^2-^_3_","Rh_2_S_3_","Rh S","IMA1980-022","R070409","1195","USA","1980","Approved","Bowieite"," ","Desborough G A, Criddle A J (1984) Bowieite: A new rhodium-iridium-platinum sulfide in platinum-alloy nuggets, Goodnews Bay, Alaska, The Canadian Mineralogist 22, 543-552","orthorhombic","2058","Rh^3+ S^2-","Bow"
"Bowlesite","PtSnS","PtSnS","Pt Sn S","IMA2019-079","","6963","South Africa","2019","Approved","Cobaltite"," ","Vymazalová A, Zaccarini F, Garuti G, Laufek F, Mauro D, Stanley C J, Biagoni C (2020) Bowlesite, PtSnS, a new platinum group mineral (PGM) from the Merensky Reef of the Bushveld Complex, South Africa. Mineralogical Magazine 84, 468-476","orthorhombic","","Pt Sn S","Bwl"
"Bredigite","Ca_7_Mg(SiO_4_)_4_","Ca_7_Mg(SiO_4_)_4_","Ca Mg Si O","","","1211","United Kingdom","1948","Grandfathered|Approved"," "," ","Tilley C E, Vincent H C G (1948) The occurrence of an orthorhombic high-temperature form of Ca<sub>2</sub>SiO<sub>4</sub> (bredigite) in the Scawt Hill contact-zone and as a constituent of slags, Mineralogical Magazine 28, 255-271

Chemical formula changed from Ca_2_SiO_4_ to (Ca,Ba)Ca_13_Mg_2_(SiO_4_)_8_:
Moore P B, Araki T (1976) The crystal structure of bredigite and the genealogy of some alkaline earth orthosilicates, American Mineralogist 61, 74-87

Chemical formula changed from (Ca,Ba)Ca_13_Mg_2_(SiO_4_)_8_ to Ca_7_Mg(SiO_4_)_4_:
Miyawaki R, Hatert F, Pasero M, Mills S J (2019) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 50. New minerals and nomenclature modifications approved in 2019. Mineralogical Magazine 83, 615-620","orthorhombic","354","Ca Mg Si O","Bdi"
"Buddingtonite","(N^3-^H_4_)AlSi_3_O_8_","(NH_4_)(AlSi_3_)O_8_","N H Al Si O","IMA1963-001","R061115","1242","USA","1963","Approved","Feldspar","feldspar","Erd R C, White D E, Fahey J J, Lee D E (1964) Buddingtonite, an ammonium feldspar with zeolitic water, American Mineralogist 49, 831-851 

Chemical formula revised:
Voncken J H L, Van Roermund H L M, Van Der Eerden A M J, Jansen J B H, Erd R C (1993) Holotype buddingtonite: An ammonium feldspar without zeolitic H<sub>2</sub>O, American Mineralogist 78, 204-209","monoclinic","1761.3","N^3- H Al Si O","Bud"
"Bultfonteinite","Ca_2_[SiO_3_(OH)]F·H_2_O","Ca_2_SiO_3_(OH)F·H_2_O","Ca Si O H F","","R050088","1247","South Africa","1932","Grandfathered|Approved","Spurrite-Afwillite"," ","Parry J, Williams A F, Wright F E (1932) On bultfonteinite, a new fluorine-bearing hydrous calcium silicate from South Africa, Mineralogical Magazine 23, 145-162

Chemical formula revised from Ca<sub>2</sub>SiO<sub>2</sub>(OH,F)<sub>4</sub>:
Megaw H D, Kelsey C H (1955) An accurate determination of the cell dimensions of bultfonteinite, Ca<sub>4</sub>Si<sub>2</sub>O<sub>10</sub>H<sub>6</sub>F<sub>2</sub>, Mineralogical Magazine 30, 569-573","triclinic","2400","Ca Si O H F","Bul"
"Bunnoite","Mn^2+^_6_AlSi_6_O_18_(OH)_3_","Mn^2+^_6_AlSi_6_O_18_(OH)_3_","Mn Al Si O H","IMA2014-054","","6351","Japan","2014","Approved","Not in a structural group"," ","Nishio-Hamane D, Momma K, Miyawaki R, Minakawa T (2016) Bunnoite, a new hydrous manganese aluminosilicate from Kamo Mountain, Kochi prefecture, Japan. Mineralogy and Petrology 110, 917-926
","triclinic","","Mn^2+ Al Si O H","Bno"
